fiscal_year,ministry,department,state,district,scheme,allocated_budget,released_budget,spent_budget,quarter,month,vendor_name,project_cost,invoice_amount,utilization_pct,anomaly_type
2019-20,Education,Directorate of Education,Maharashtra,Mumbai,PM POSHAN,99062006.02,92314678.2,120579318.06,Q2,9,Nuziveedu Seeds,94108905.72,121385015.62,121.72,overspent
2023-24,Education,Directorate of Education,Odisha,Balasore,Samagra Shiksha,102021185.98,92743359.06,71878618.71,Q1,4,Narayana Health,82841080.31,84349870.2,70.45,normal
2023-24,Health & Family Welfare,Directorate of Health,Karnataka,Belagavi,PMJAY,440311937.83,421732915.85,390266334.68,Q1,5,GR Infraprojects,368864017.77,358245873.39,88.63,normal
2022-23,Women & Child Development,Directorate of Women,Bihar,Gaya,Beti Bachao Beti Padhao,333874091.61,260114802.02,231535860.12,Q1,4,Ganesh Construction Pvt Ltd,301380435.88,316068564.48,69.35,repeat_vendor
2021-22,Urban Development,Directorate of Urban Development,Rajasthan,Kota,SBM Urban,203789340.84,124896917.8,8902404.1,Q2,8,NIIT Technologies,173220939.71,8474523.99,4.37,low_utilization
2020-21,Water Resources,Directorate of Water Resources,West Bengal,Jalpaiguri,Dam Rehabilitation,307832991.99,285591697.61,246040171.96,Q2,8,Balaji Trading Co,261124913.66,261680025.81,79.93,repeat_vendor
2019-20,Women & Child Development,Directorate of Women,Maharashtra,Thane,One Stop Centre,281281649.78,234339794.17,33666869.81,Q4,1,Shapoorji Pallonji,239089402.31,32854369.7,11.97,low_utilization
2021-22,Power & Energy,Directorate of Power,Madhya Pradesh,Satna,National Solar Mission,427834072.63,357917643.64,319396279.94,Q3,11,Dilip Buildcon Ltd,382426168.63,349402963.1,74.65,normal
2021-22,Women & Child Development,Directorate of Women,Tamil Nadu,Coimbatore,Mission Shakti,297622475.24,285571608.66,215244629.04,Q3,11,RITES Ltd,271789732.77,258819106.55,72.32,normal
2022-23,Rural Development,Directorate of Rural Development,Bihar,Purnia,Shyama Prasad Mukherji Rurban Mission,299282494.06,262845723.61,369289493.63,Q3,11,Dilip Buildcon Ltd,284318369.36,398915537.31,123.39,overspent
2023-24,Rural Development,Directorate of Rural Development,Bihar,Purnia,Shyama Prasad Mukherji Rurban Mission,399217289.69,298836645.48,263534972.0,Q3,10,MECON Limited,370361493.47,344754727.14,66.01,normal
2020-21,Water Resources,Directorate of Water Resources,Rajasthan,Sikar,PMKSY,358803683.44,319986810.13,261838770.66,Q4,2,Laxmi Infra Works,187007314.2,402729596.26,72.98,inflated
2019-20,Power & Energy,Directorate of Power,Karnataka,Ballari,DDUGJY,463975049.56,453507332.1,379470788.15,Q2,8,Engineers India Ltd,418609277.46,403151702.56,81.79,normal
2023-24,Rural Development,Directorate of Rural Development,Uttar Pradesh,Gorakhpur,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,219148942.52,161978168.83,111656947.43,Q1,5,NBCC India Ltd,177117692.53,161273097.47,50.95,normal
2019-20,Health & Family Welfare,Directorate of Health,Karnataka,Belagavi,National Health Mission,20928754.42,17977422.97,22674832.29,Q4,1,Engineers India Ltd,19882316.7,23319224.05,108.34,overspent
2023-24,Infrastructure & Roads,Directorate of Infrastructure,Bihar,Muzaffarpur,AMRUT,177422167.94,125335834.39,104895866.29,Q3,12,Techno Electric,148035462.28,154691130.29,59.12,normal
2019-20,Power & Energy,Directorate of Power,Bihar,Patna,SAUBHAGYA,63157075.46,51396761.69,37388463.39,Q3,11,Afcons Infrastructure,61791432.26,64117498.43,59.2,normal
2021-22,Rural Development,Directorate of Rural Development,Maharashtra,Mumbai,PMAY-G,430586730.12,361362610.99,273929186.42,Q4,3,M/s Shiv Enterprises,379651300.82,377530305.51,63.62,repeat_vendor
2022-23,Education,Directorate of Education,Punjab,Firozpur,NIPUN Bharat,382762862.8,340095186.25,268582722.76,Q1,6,Fortis Healthcare,330866344.06,322546651.16,70.17,normal
2020-21,Urban Development,Directorate of Urban Development,West Bengal,Jalpaiguri,HRIDAY,352024737.36,336127063.25,409510123.79,Q3,10,NIIT Technologies,334423500.49,417992344.27,116.33,overspent
2020-21,Water Resources,Directorate of Water Resources,Tamil Nadu,Vellore,PMKSY,190342585.81,179327653.7,156306115.32,Q3,10,Laxmi Infra Works,161565561.9,164757789.0,82.12,repeat_vendor
2023-24,Women & Child Development,Directorate of Women,Punjab,Ludhiana,PM Matru Vandana Yojana,191104495.42,172523400.91,162334198.41,Q3,11,IRB Infrastructure,169599978.39,161498951.91,84.95,normal
2020-21,Rural Development,Directorate of Rural Development,Tamil Nadu,Salem,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,426969825.98,401294329.85,552090193.56,Q2,7,Shapoorji Pallonji,405621334.68,606148739.56,129.3,overspent
2020-21,Water Resources,Directorate of Water Resources,Uttar Pradesh,Varanasi,Jal Jeevan Mission,347961084.55,251294538.0,238288344.39,Q1,6,Agri Gold Farms,288740149.73,266000449.78,68.48,normal
2022-23,Power & Energy,Directorate of Power,Madhya Pradesh,Gwalior,SAUBHAGYA,260733476.76,189249711.27,126170301.72,Q3,10,HG Infra Engineering,223617700.92,217029309.51,48.39,normal
2020-21,Power & Energy,Directorate of Power,Rajasthan,Kota,DDUGJY,386645320.39,355435389.33,291764493.6,Q1,4,Kaveri Seeds,352113149.47,336387631.38,75.46,normal
2019-20,Education,Directorate of Education,Rajasthan,Udaipur,PM POSHAN,383408465.67,270610089.51,219584695.01,Q3,10,NBCC India Ltd,336924458.55,311672034.2,57.27,normal
2023-24,Women & Child Development,Directorate of Women,Rajasthan,Udaipur,Beti Bachao Beti Padhao,391795570.06,324165528.58,284379700.97,Q3,12,RITES Ltd,326137442.03,323170117.48,72.58,normal
2019-20,Agriculture & Farmers Welfare,Directorate of Agriculture,Maharashtra,Thane,Pradhan Mantri Fasal Bima Yojana,264917632.96,241390931.35,199413299.37,Q3,11,NIIT Technologies,259025477.89,251252908.69,75.27,normal
2023-24,Social Justice,Directorate of Social Justice,Tamil Nadu,Vellore,Ambedkar Social Innovation,252073121.56,233257083.8,167060067.91,Q4,1,Narayana Health,244104889.31,223924842.9,66.27,normal
2021-22,Power & Energy,Directorate of Power,West Bengal,Malda,National Solar Mission,244123574.73,162261892.08,23367583.22,Q1,5,NCC Limited,207505038.52,22935185.5,9.57,low_utilization
2022-23,Urban Development,Directorate of Urban Development,Punjab,Jalandhar,Housing for All,9172644.13,7548419.18,6082276.64,Q2,7,Kaveri Seeds,8645933.07,8263221.43,66.31,normal
2019-20,Infrastructure & Roads,Directorate of Infrastructure,Gujarat,Vadodara,Smart Cities Mission,448622394.57,385404149.52,293147595.08,Q2,7,Shapoorji Pallonji,261043684.02,794059682.32,65.34,inflated
2023-24,Power & Energy,Directorate of Power,Maharashtra,Aurangabad,National Solar Mission,467054612.37,395077621.11,311368815.07,Q4,1,Balaji Trading Co,402633001.37,402903472.36,66.67,repeat_vendor
2021-22,Agriculture & Farmers Welfare,Directorate of Agriculture,Maharashtra,Nagpur,RKVY,255243845.32,231171789.29,302338273.97,Q1,4,Fortis Healthcare,242481653.05,326480322.99,118.45,overspent
2021-22,Women & Child Development,Directorate of Women,Tamil Nadu,Erode,Mission Shakti,293224960.92,264400506.3,213728689.74,Q1,6,Laxmi Infra Works,236700332.48,243311559.19,72.89,repeat_vendor
2022-23,Urban Development,Directorate of Urban Development,Karnataka,Mysuru,AMRUT 2.0,357421313.19,282563496.22,12159339.13,Q3,12,PNC Infratech,303808116.21,11630690.85,3.4,low_utilization
2019-20,Power & Energy,Directorate of Power,Madhya Pradesh,Rewa,SAUBHAGYA,7045251.82,5756994.03,4098821.79,Q1,5,NCC Limited,6237741.25,6145597.49,58.18,normal
2019-20,Infrastructure & Roads,Directorate of Infrastructure,Uttar Pradesh,Kanpur,Bharatmala,241849623.46,201007474.42,193767813.56,Q3,12,Mahindra Agri,199005334.75,199087438.55,80.12,normal
2021-22,Water Resources,Directorate of Water Resources,Odisha,Puri,National River Conservation Plan,332805808.29,295188941.22,270781175.59,Q3,12,Engineers India Ltd,319905520.35,325262151.73,81.36,normal
2022-23,Infrastructure & Roads,Directorate of Infrastructure,Bihar,Patna,Smart Cities Mission,470030083.25,457044618.78,442062754.93,Q3,11,NBCC India Ltd,465527237.61,439947155.39,94.05,normal
2020-21,Rural Development,Directorate of Rural Development,Maharashtra,Nagpur,Shyama Prasad Mukherji Rurban Mission,232709441.36,169321070.96,139437081.57,Q2,7,Narayana Health,205372831.74,197153319.36,59.92,normal
2020-21,Urban Development,Directorate of Urban Development,Tamil Nadu,Salem,Smart Cities,241105662.03,196082583.89,159374238.08,Q2,9,M/s Shiv Enterprises,117448519.68,345426099.32,66.1,inflated
2021-22,Education,Directorate of Education,West Bengal,Jalpaiguri,Samagra Shiksha,154695699.29,151506428.69,143462553.21,Q3,10,NIIT Technologies,141961867.85,136396629.67,92.74,normal
2020-21,Infrastructure & Roads,Directorate of Infrastructure,Madhya Pradesh,Jabalpur,AMRUT,299393099.43,281098865.16,191768779.09,Q3,10,IRB Infrastructure,287189495.28,258836275.68,64.05,normal
2020-21,Social Justice,Directorate of Social Justice,West Bengal,Jalpaiguri,PM SVANidhi,236132862.65,184561079.07,169786140.03,Q1,4,Max Healthcare,220361937.51,201218661.55,71.9,normal
2019-20,Education,Directorate of Education,Madhya Pradesh,Sagar,Samagra Shiksha,307567307.92,242501330.08,180053260.03,Q1,4,Ganesh Construction Pvt Ltd,296752682.96,296466616.03,58.54,repeat_vendor
2023-24,Rural Development,Directorate of Rural Development,Odisha,Sambalpur,Shyama Prasad Mukherji Rurban Mission,142937982.49,124317017.71,91148530.15,Q1,6,KEC International,128541712.65,120002530.69,63.77,normal
2020-21,Rural Development,Directorate of Rural Development,Uttar Pradesh,Gorakhpur,PMGSY,180017209.32,140813586.31,123326000.13,Q4,2,NIIT Technologies,159062111.58,165356925.38,68.51,normal
2020-21,Rural Development,Directorate of Rural Development,Telangana,Ramagundam,PMAY-G,351914072.44,252128648.57,234491069.96,Q4,1,NCC Limited,289109691.91,279666799.45,66.63,normal
2021-22,Education,Directorate of Education,Punjab,Amritsar,Eklavya Model School,120387773.6,98087931.93,92944146.48,Q3,12,BHEL,118881390.25,110733947.1,77.2,normal
2020-21,Women & Child Development,Directorate of Women,Telangana,Hyderabad,Mission Shakti,173197736.22,162028903.29,146986263.37,Q4,1,Educomp Solutions,145020629.23,141343274.3,84.87,normal
2020-21,Power & Energy,Directorate of Power,Punjab,Mohali,UDAY Scheme,483381861.38,380972940.82,359241420.23,Q3,12,HG Infra Engineering,387424635.96,394197206.8,74.32,normal
2021-22,Rural Development,Directorate of Rural Development,West Bengal,Howrah,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,442225343.85,384337212.13,367526316.19,Q2,7,PNC Infratech,417530100.01,401948097.59,83.11,normal
2023-24,Agriculture & Farmers Welfare,Directorate of Agriculture,Telangana,Ramagundam,Soil Health Card,2365916.11,2202220.11,1784557.19,Q3,11,GR Infraprojects,1962672.13,1966702.2,75.43,normal
2023-24,Social Justice,Directorate of Social Justice,Madhya Pradesh,Rewa,Venture Capital Fund SCs,385086206.56,235606358.18,41057424.49,Q2,8,MECON Limited,327323275.58,40553052.82,10.66,low_utilization
2019-20,Women & Child Development,Directorate of Women,Uttar Pradesh,Allahabad,Mission Shakti,313894323.7,265210416.97,243876518.05,Q4,3,Ganesh Construction Pvt Ltd,308501946.04,311857227.34,77.69,repeat_vendor
2021-22,Infrastructure & Roads,Directorate of Infrastructure,Tamil Nadu,Tiruchirappalli,Smart Cities Mission,426230196.91,376653847.68,318231420.02,Q3,12,Ganesh Construction Pvt Ltd,363605550.64,364723376.58,74.66,repeat_vendor
2022-23,Agriculture & Farmers Welfare,Directorate of Agriculture,Bihar,Begusarai,Pradhan Mantri Fasal Bima Yojana,24834114.79,22969556.23,18864493.27,Q1,5,Everonn Education,19948466.62,20552543.87,75.96,normal
2023-24,Rural Development,Directorate of Rural Development,Odisha,Bhubaneswar,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,330983004.37,242426537.04,175794801.3,Q2,9,Educomp Solutions,301906459.51,286596211.64,53.11,normal
2022-23,Social Justice,Directorate of Social Justice,Telangana,Karimnagar,PM SVANidhi,323774647.38,260359555.44,202032635.03,Q1,5,Laxmi Infra Works,140454907.57,310299060.59,62.4,inflated
2020-21,Rural Development,Directorate of Rural Development,West Bengal,Asansol,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,49704550.82,42840277.04,36776831.66,Q2,8,NBCC India Ltd,26234286.63,50021336.2,73.99,inflated
2019-20,Education,Directorate of Education,Maharashtra,Mumbai,PM POSHAN,57572009.0,42258023.42,37825999.12,Q3,10,Kaveri Seeds,51938928.72,50494313.94,65.7,normal
2019-20,Urban Development,Directorate of Urban Development,Madhya Pradesh,Indore,Housing for All,194552460.07,187662073.61,165536879.86,Q3,10,IRB Infrastructure,194245961.29,179550053.82,85.09,normal
2021-22,Water Resources,Directorate of Water Resources,Rajasthan,Kota,National River Conservation Plan,426899606.41,357093115.41,322033270.39,Q1,5,Ganesh Construction Pvt Ltd,359650963.59,348506951.42,75.44,repeat_vendor
2022-23,Women & Child Development,Directorate of Women,Odisha,Cuttack,Beti Bachao Beti Padhao,161784788.35,154017783.61,101904547.26,Q4,2,PNC Infratech,129548254.88,123500063.9,62.99,normal
2019-20,Water Resources,Directorate of Water Resources,Telangana,Ramagundam,National River Conservation Plan,43527406.11,37822255.86,31784048.9,Q3,11,M/s Shiv Enterprises,39983278.5,39877042.17,73.02,repeat_vendor
2023-24,Social Justice,Directorate of Social Justice,Karnataka,Davangere,PM SVANidhi,159216387.95,148104052.31,110175259.34,Q1,6,KEC International,129121720.46,122023998.58,69.2,normal
2020-21,Education,Directorate of Education,Punjab,Bathinda,National Scholarship Portal,425018762.53,422904681.48,347947807.12,Q3,11,Shapoorji Pallonji,196221398.43,435562093.97,81.87,inflated
2020-21,Agriculture & Farmers Welfare,Directorate of Agriculture,Uttar Pradesh,Allahabad,Soil Health Card,465773747.97,455403520.79,539719824.53,Q1,4,KEC International,442485060.57,592323028.39,115.88,overspent
2023-24,Water Resources,Directorate of Water Resources,Tamil Nadu,Coimbatore,Atal Bhujal Yojana,400385422.34,311269305.17,286140379.02,Q2,9,IRB Infrastructure,385297066.01,378492902.88,71.47,normal
2021-22,Urban Development,Directorate of Urban Development,Punjab,Bathinda,HRIDAY,376398663.5,360316928.17,282652333.13,Q1,5,Fortis Healthcare,321372806.6,291744811.28,75.09,normal
2022-23,Health & Family Welfare,Directorate of Health,Maharashtra,Mumbai,Ayushman Bharat,404940788.3,295578211.52,207146596.95,Q1,5,RITES Ltd,330594378.61,305884753.42,51.15,normal
2022-23,Urban Development,Directorate of Urban Development,Punjab,Amritsar,Smart Cities,354372586.79,343047418.66,317807394.33,Q2,9,RITES Ltd,353638812.11,318555357.11,89.68,normal
2023-24,Social Justice,Directorate of Social Justice,Madhya Pradesh,Jabalpur,Pradhan Mantri Adarsh Gram Yojana,215431834.56,195669447.47,279524445.39,Q2,7,MECON Limited,204660242.83,289147573.89,129.75,overspent
2021-22,Power & Energy,Directorate of Power,Odisha,Balasore,RDSS,308576039.09,275058778.94,210076093.24,Q3,10,Laxmi Infra Works,277575085.37,290838062.77,68.08,repeat_vendor
2020-21,Power & Energy,Directorate of Power,Odisha,Berhampur,National Solar Mission,290521853.49,246872695.82,220263186.11,Q2,9,Ganesh Construction Pvt Ltd,174205327.25,495236514.88,75.82,inflated
2020-21,Health & Family Welfare,Directorate of Health,Telangana,Mahbubnagar,National Health Mission,287712787.21,275509586.21,373736382.26,Q3,10,Larsen & Toubro Ltd,273327147.85,389184993.72,129.9,overspent
2020-21,Water Resources,Directorate of Water Resources,Bihar,Begusarai,Atal Bhujal Yojana,163230694.64,144404590.81,125299957.16,Q1,5,Agri Gold Farms,152232854.7,156596371.2,76.76,normal
2020-21,Education,Directorate of Education,Bihar,Arrah,Eklavya Model School,244967843.16,174833882.64,113813075.24,Q2,8,Kaveri Seeds,203744904.34,207251142.89,46.46,normal
2021-22,Agriculture & Farmers Welfare,Directorate of Agriculture,Punjab,Gurdaspur,RKVY,56097826.5,43720678.53,30895620.81,Q2,8,Larsen & Toubro Ltd,50187740.59,50910193.13,55.07,normal
2021-22,Health & Family Welfare,Directorate of Health,Odisha,Baripada,Poshan Abhiyaan,101261079.37,92946896.05,87451600.82,Q2,8,Sri Ram Suppliers,84258499.48,81904027.64,86.36,repeat_vendor
2022-23,Education,Directorate of Education,Uttar Pradesh,Varanasi,National Scholarship Portal,255339157.43,209879819.83,187684721.16,Q2,9,NBCC India Ltd,115148317.39,223199864.12,73.5,inflated
2019-20,Social Justice,Directorate of Social Justice,Madhya Pradesh,Rewa,PM SVANidhi,449489058.86,345388460.13,330349303.11,Q1,4,HG Infra Engineering,416003862.2,435397031.17,73.49,normal
2023-24,Agriculture & Farmers Welfare,Directorate of Agriculture,Rajasthan,Jaipur,Soil Health Card,171306831.54,128902244.66,114006051.2,Q4,3,Pearson India,145650814.23,148664180.85,66.55,normal
2023-24,Urban Development,Directorate of Urban Development,Bihar,Arrah,HRIDAY,190580835.65,187443600.75,218675217.44,Q3,10,Fortis Healthcare,181051793.87,226479312.89,114.74,overspent
2020-21,Infrastructure & Roads,Directorate of Infrastructure,Karnataka,Davangere,Smart Cities Mission,9199255.64,7895210.64,5478002.17,Q4,3,Everonn Education,8953730.37,8333629.95,59.55,normal
2023-24,Power & Energy,Directorate of Power,Karnataka,Mysuru,DDUGJY,68724901.54,45739249.12,1623605.65,Q4,3,WAPCOS Ltd,58416166.31,1543754.85,2.36,low_utilization
2023-24,Urban Development,Directorate of Urban Development,West Bengal,Howrah,Housing for All,47647996.46,43948358.59,33783192.52,Q4,1,Laxmi Infra Works,26598060.25,67868874.48,70.9,inflated
2023-24,Infrastructure & Roads,Directorate of Infrastructure,Uttar Pradesh,Jhansi,Setu Bharatam,378905873.35,332629517.41,32706765.87,Q2,9,GR Infraprojects,322069992.35,32893212.75,8.63,low_utilization
2023-24,Water Resources,Directorate of Water Resources,Maharashtra,Pune,Dam Rehabilitation,139557309.43,111326047.42,85076244.54,Q2,9,Agri Gold Farms,127172627.08,117589426.08,60.96,normal
2020-21,Health & Family Welfare,Directorate of Health,Telangana,Hyderabad,Poshan Abhiyaan,117875558.73,88433737.76,80892885.71,Q2,7,PNC Infratech,97427170.85,94419425.33,68.63,normal
2019-20,Women & Child Development,Directorate of Women,Bihar,Bhagalpur,POSHAN 2.0,313938152.54,254264389.25,221639709.15,Q2,8,Balaji Trading Co,294343208.53,304163076.89,70.6,repeat_vendor
2020-21,Education,Directorate of Education,Gujarat,Jamnagar,Samagra Shiksha,266981801.28,231705526.96,8657423.81,Q3,10,Afcons Infrastructure,226934531.09,8352898.6,3.24,low_utilization
2020-21,Education,Directorate of Education,West Bengal,Howrah,National Scholarship Portal,357134809.32,308974677.18,32423347.96,Q2,8,Fortis Healthcare,303564587.92,32813957.68,9.08,low_utilization
2022-23,Education,Directorate of Education,Odisha,Berhampur,National Scholarship Portal,418508324.7,329953828.2,278484337.08,Q2,9,Tata Projects Ltd,351234756.18,331681563.95,66.54,normal
2019-20,Social Justice,Directorate of Social Justice,Gujarat,Surat,Venture Capital Fund SCs,115639174.04,102325495.39,3899254.47,Q2,7,Nuziveedu Seeds,98293297.93,3811998.88,3.37,low_utilization
